Treatment Pressure of Stage 1,Treatment Pressure of Stage 2,Treatment Pressure of Stage 3,Treatment Pressure of Stage 4,Treatment Pressure of Stage 5,Treatment Pressure of Stage 6,Treatment Volume of Stage 1,Treatment Volume of Stage 2,Treatment Volume of Stage 3,Treatment Volume of Stage 4,Treatment Volume of Stage 5,Treatment Volume of Stage 6,Fracture Spacing,NPV,Length of Fracture 1,Width of Fracture 1,Length of Fracture 2,Width of Fracture 2,Length of Fracture 3,Width of Fracture 3,Length of Fracture 4,Width of Fracture 4,Length of Fracture 5,Width of Fracture 5,Length of Fracture 6,Width of Fracture 6,Length of Fracture 7,Width of Fracture 7,Length of Fracture 8,Width of Fracture 8,Length of Fracture 9,Width of Fracture 9,Length of Fracture 10,Width of Fracture 10,Length of Fracture 11,Width of Fracture 11,Length of Fracture 12,Width of Fracture 12,Length of Fracture 13,Width of Fracture 13,Length of Fracture 14,Width of Fracture 14,Length of Fracture 15,Width of Fracture 15,Length of Fracture 16,Width of Fracture 16,Length of Fracture 17,Width of Fracture 17,Length of Fracture 18,Width of Fracture 18,Length of Fracture 19,Width of Fracture 19,Length of Fracture 20,Width of Fracture 20,Length of Fracture 21,Width of Fracture 21,Length of Fracture 22,Width of Fracture 22,Length of Fracture 23,Width of Fracture 23,Length of Fracture 24,Width of Fracture 24,Average of Fracture Length,Average of Fracture Width,Variation of Fracture Length,Variation of Fracture Width,Average Area of Fracture
26.908,27.1392,28.0328,24.3016,26.336,25.76,2288.2,3673.6,3628.4,3847.6,2449.4,2414.8,13.966,18857800,44.4469,0.025886,31.3545,0.0104278,31.3545,0.0104278,44.4469,0.025886,37.2305,0.0090418,59.4238,0.0222565,42.488,0.0102625,76.6845,0.0309378,42.1343,0.0170512,48.7284,0.0193348,39.9743,0.0125756,66.6293,0.0336475,12.0,0.0,110.26,0.0134809,78.7346,0.0083284,170.839,0.0204542,47.703,0.0268528,39.3945,0.011975,35.5284,0.0094668,54.9028,0.0252858,31.177,0.0048153,54.6566,0.0160884,40.562,0.0080026,72.9096,0.0247752,54.731808333333326,0.016552529166666666,1022.8112765538405,7.822788908737319e-05,0.43170418548374995
29.5544,26.4672,26.8088,29.6976,22.8736,25.8256,3171.6,2431.6,2540.6,3433.0,2698.0,2785.0,24.073,25007500,34.0005,0.0354443,31.2961,0.0275293,31.2961,0.0275293,34.0005,0.0354443,32.8263,0.0146955,39.5182,0.0200683,39.0675,0.019064,43.3741,0.0250694,34.9644,0.0188382,37.6725,0.0205481,37.5472,0.0199872,41.5152,0.0261501,30.9107,0.0292421,31.4323,0.0282575,31.4609,0.0278912,34.2778,0.0360663,12.0,0.0005687,122.034,0.0128379,103.871,0.0100581,130.435,0.0135295,46.0996,0.0209986,44.3647,0.0180408,44.1856,0.0177635,49.3922,0.0232642,46.56426666666666,0.022036933333333328,847.2881867118842,7.170081576927537e-05,0.4927775043758333
23.7936,29.328,22.1456,22.6472,24.6576,28.1224,3804.2,3324.0,3472.0,2783.8,3561.4,3781.0,25.108,28362000,100.539,0.0173697,86.6911,0.0136154,86.6911,0.0136154,100.539,0.0173697,32.3072,0.0324047,31.1087,0.0276659,31.1377,0.0275412,33.5733,0.0346718,12.0,0.0,185.741,0.0099464,153.415,0.0079892,195.836,0.0102896,99.1393,0.0097238,110.382,0.0101524,103.255,0.0095679,123.457,0.0123846,71.4331,0.0180132,70.6779,0.0164532,69.6302,0.0160813,79.5341,0.0205954,39.909,0.0281481,39.3257,0.0255234,39.3294,0.0252953,43.1652,0.0321546,80.78404166666667,0.018190508333333334,2391.244769145145,8.328223578949277e-05,0.6653602658216666
27.7904,25.7488,25.0816,27.1584,22.356,26.9904,3942.2,2867.4,3193.0,2358.2,2177.2,2152.2,26.212,27512900,46.1829,0.0316328,42.4144,0.0255309,42.4144,0.0255309,46.1829,0.0316328,42.9847,0.015833,50.5602,0.0197724,50.1268,0.0191371,55.31,0.0239591,53.2447,0.0157951,60.6125,0.0181261,59.7504,0.0175191,66.6023,0.0219442,32.9382,0.0224963,33.3437,0.0217907,33.4512,0.0217102,35.9814,0.0268813,64.7299,0.0063174,112.676,0.0098284,101.335,0.0086904,118.061,0.0109085,31.1024,0.0240863,29.9124,0.0205603,29.9395,0.020514,31.9131,0.025198,52.990416666666654,0.020224804166666666,627.9628702284059,4.35140395847645e-05,0.5185559007143751
22.0136,29.4464,23.528,25.4624,29.2736,26.4392,2839.6,2718.8,3971.2,2533.2,3218.0,2541.8,21.961,24816300,172.759,0.0092967,129.859,0.0066087,129.859,0.0066087,172.759,0.0092967,28.7148,0.0330041,26.4333,0.0240729,26.4433,0.0240224,28.8286,0.0323906,70.1284,0.0095222,135.024,0.0140815,104.202,0.0117865,142.124,0.0166254,46.2986,0.0179243,45.8962,0.0160927,45.2324,0.0154258,52.4266,0.0217377,34.1353,0.0290446,33.5716,0.0256635,33.5178,0.0251091,37.6251,0.0346936,33.4629,0.0121967,44.1952,0.0200329,42.8405,0.0179142,49.5939,0.0254657,69.41377083333332,0.01910905,2447.115189835199,7.140472081130434e-05,0.6104544704370833
25.9768,26.9408,24.1776,25.8576,24.5576,23.112,3439.0,3873.2,2637.4,2431.8,2218.4,2798.2,14.383,20123400,72.4684,0.0252797,45.2717,0.0108401,45.2717,0.0108401,72.4684,0.0252797,50.57,0.0131474,58.6852,0.0204761,45.3626,0.0113741,78.1124,0.0300753,12.0,0.000317,80.7714,0.0107521,63.4886,0.0079942,127.455,0.0195492,47.0363,0.0202873,42.4928,0.0123277,37.4471,0.0090757,57.8416,0.0236277,25.9665,0.0022508,68.2888,0.0142709,47.3624,0.0070177,90.2191,0.0203017,15.8692,0.0008381,127.098,0.0109109,76.7961,0.0061468,173.737,0.0148852,65.08667916666667,0.0136610625,1348.2682576660688,6.414668258070652e-05,0.44190169520187506
29.2504,27.0256,26.788,29.676,27.4136,24.892,3540.8,2301.4,2566.6,2375.6,2474.8,3282.8,39.232,33843700,29.8494,0.0362392,29.2383,0.0337384,29.2383,0.0337384,29.8494,0.0362392,27.8617,0.0236456,28.6339,0.0246535,28.7216,0.0247837,29.3331,0.026647,34.4864,0.0254133,34.9632,0.025395,35.0411,0.0254854,35.9343,0.0275105,24.9653,0.0335175,25.1734,0.0334962,25.2236,0.0336225,25.6728,0.0359704,28.9313,0.0258596,29.5388,0.0264556,29.6121,0.0265681,30.2594,0.028582,55.4922,0.0205583,56.5458,0.0203475,56.6602,0.0204313,58.5529,0.0221045,34.15743750000001,0.02795844583333333,116.20051518940217,2.761256197128623e-05,0.4805686577560416
23.7872,24.208,28.2584,23.1904,26.1688,26.3056,2494.0,3987.8,2407.2,3176.0,3965.8,2729.4,12.355,18768000,95.8059,0.0169624,46.476,0.0053785,46.476,0.0053785,95.8059,0.0169624,56.1107,0.0117338,117.04,0.0139233,57.1198,0.0056639,164.803,0.020261,39.515,0.0459484,25.693,0.0079757,26.216,0.010472,37.7552,0.0295233,12.0,0.0,106.399,0.0104812,60.925,0.0030972,185.075,0.0156575,52.774,0.0282875,51.4429,0.0142139,45.4635,0.0082504,87.8474,0.0272531,37.9779,0.0086631,54.7958,0.0159356,36.7303,0.0066257,77.9793,0.0275121,67.42610833333333,0.01484002083333333,1812.6232910329709,0.0001124168997443297,0.4426434329897917
26.1704,22.0408,23.188,27.3312,26.312,23.9024,3625.4,2502.2,3443.8,3744.2,2331.6,3126.6,22.162,26233100,57.9541,0.025358,49.8282,0.0182723,49.8282,0.0182723,57.9541,0.025358,12.0,0.0004047,160.841,0.0085822,134.307,0.0065756,185.919,0.0095307,105.063,0.0121702,110.396,0.0114971,99.07,0.0104532,129.082,0.0148363,48.0232,0.0272884,44.6654,0.021716,44.3619,0.0212579,51.0738,0.0294312,34.1993,0.0138596,40.2527,0.0185558,39.8194,0.0174056,45.5378,0.0243816,58.8577,0.0098858,91.9649,0.0148223,79.2364,0.0122292,100.771,0.0176249,76.29192083333334,0.016240370833333333,1912.8065417930256,5.1616112702155797e-05,0.601726295285625
25.7384,28.868,24.6544,28.224,23.8368,28.0952,2739.6,3821.6,2003.2,2158.6,3831.6,2432.8,11.899,16571600,66.7232,0.0242039,35.2946,0.0068639,35.2946,0.0068639,66.7232,0.0242039,40.8026,0.0500828,28.5447,0.0108488,27.7334,0.009786,44.0944,0.0334937,12.0,0.0,51.472,0.0088988,42.9869,0.0051393,102.495,0.0219169,33.7049,0.0373234,23.5316,0.0077895,23.7048,0.0091917,33.4158,0.0280588,12.0,0.0,137.262,0.0150007,50.0406,0.0031222,190.762,0.0184444,35.7426,0.0435771,22.7526,0.0060848,23.7453,0.009533,33.123,0.0274296,48.91457499999999,0.016994045833333336,1696.3149227419565,0.0001932165547799819,0.41869094039541666
29.42,25.4184,28.4896,22.7016,29.4456,24.0712,3645.8,2115.4,2466.8,2337.0,3473.2,3738.0,15.823,19999000,42.0178,0.0350833,32.5095,0.0179634,32.5095,0.0179634,42.0178,0.0350833,14.5892,0.0003927,53.667,0.0162415,45.0232,0.0097222,69.3172,0.0228192,33.9592,0.025106,31.1763,0.0173018,30.3279,0.015332,38.7594,0.0305848,12.0,0.0,121.364,0.0102894,85.6632,0.0052194,164.653,0.0127855,38.5032,0.0408073,29.4124,0.0170465,29.6788,0.0178368,37.2239,0.0337906,12.0,0.0,124.766,0.0167613,76.7805,0.0084754,149.512,0.0190313,56.14295833333335,0.017734879166666665,1841.9073078738404,0.00012891669523911232,0.4451932360025
25.9184,29.2872,22.8504,27.1072,22.5984,25.368,3337.2,3216.4,2533.8,3755.4,2963.2,3800.4,19.399,24010600,62.0965,0.0242933,49.761,0.0154627,49.761,0.0154627,62.0965,0.0242933,33.0119,0.0271851,32.185,0.0230862,31.948,0.02201,37.2203,0.0338566,12.0,0.0,124.05,0.0119803,94.2297,0.007946,142.91,0.0132875,54.1561,0.028296,46.8544,0.0190375,46.1779,0.0184029,56.9797,0.0287604,12.0,0.0,155.405,0.0108549,119.653,0.0076061,186.243,0.0123564,70.4499,0.0218387,62.5305,0.0155387,59.8018,0.0145032,77.7384,0.0230352,69.96915,0.017462237499999998,2036.1986199165217,7.577235131374999e-05,0.6023741900229168
28.332,23.5464,23.988,23.1304,26.7416,26.208,3801.4,2204.8,3898.0,3365.2,3844.4,3386.6,16.666,22592700,51.5473,0.0327647,39.2182,0.0177405,39.2182,0.0177405,51.5473,0.0327647,12.0,0.0,84.4798,0.0119287,69.9291,0.0078063,114.74,0.0161237,75.8557,0.0102589,116.783,0.0139035,81.2756,0.0096648,143.112,0.0185865,52.8959,0.0036523,144.314,0.0110438,100.068,0.0080196,184.797,0.0149423,59.0272,0.0306832,46.4793,0.0154805,44.9307,0.0146186,61.6437,0.0275387,40.0447,0.0087987,62.2772,0.0190243,51.9805,0.013204,77.907,0.0266969,75.252975,0.015957737499999996,1643.4015906019567,7.687093759809782e-05,0.5395235646952083
23.7752,24.0448,22.0312,22.164,23.4528,24.6768,3043.4,3900.0,2762.8,2027.4,2178.0,3890.2,24.916,29580100,83.2755,0.0167602,72.6459,0.0130369,72.6459,0.0130369,83.2755,0.0167602,81.8617,0.0137044,95.2852,0.0154041,90.1498,0.01441,106.347,0.0186519,78.1937,0.0034517,165.152,0.0084233,146.362,0.0073401,185.23,0.0095842,91.3124,0.0072111,106.978,0.0080135,100.706,0.007555,119.6,0.0098253,65.0208,0.0127422,65.1715,0.0118201,64.1995,0.011518,73.1222,0.0149201,73.968,0.0171099,77.9514,0.0169398,75.7492,0.0162842,87.5574,0.0209998,94.240025,0.0127292875,988.6213583419562,1.8921282759402166e-05,0.5746348670154166
24.6744,23.7192,26.1864,28.648,24.9312,26.78,3462.4,3742.4,2459.0,3024.2,2857.8,2043.4,35.551,33759700,63.7966,0.0211421,61.0835,0.0191343,61.0835,0.0191343,63.7966,0.0211421,83.174,0.0158327,87.6284,0.0160766,87.4915,0.0160827,92.0869,0.0177907,35.5244,0.0229045,35.5648,0.0222314,35.6749,0.0223226,36.9033,0.024672,31.6213,0.0313752,31.9223,0.0309536,32.001,0.0310567,32.9987,0.0342292,48.0384,0.0184689,50.8379,0.019281,50.9649,0.0193581,53.1405,0.0214524,27.3828,0.0225363,27.7275,0.0226029,27.825,0.022734,28.5816,0.0249642,49.452095833333324,0.0223949375,450.3551428899818,2.5429531093750002e-05,0.5280171709458334
27.8696,27.9856,27.4864,23.6624,24.1664,25.3904,2550.2,2073.4,3622.8,3981.2,2001.6,2263.6,33.982,32300600,31.0753,0.0300502,30.1012,0.0270251,30.1012,0.0270251,31.0753,0.0300502,25.7859,0.0254141,26.3961,0.0261398,26.4757,0.0262512,27.2391,0.0290937,39.5477,0.028269,40.125,0.0277395,40.1947,0.0278208,41.8898,0.0311566,89.0319,0.0156048,95.8022,0.0157007,94.7819,0.015697,100.729,0.0175964,45.4033,0.0153616,46.5282,0.015493,46.7276,0.0155559,48.9064,0.0174646,39.7004,0.0196789,40.4093,0.0195862,40.5379,0.0196445,42.2555,0.0220101,46.700858333333336,0.02272620833333333,540.1492467103624,3.3025197452971016e-05,0.5290881535108333
22.1448,28.1568,23.4016,29.764,28.616,25.0232,2790.4,3323.0,2911.4,3778.2,2450.8,2829.4,11.809,17151600,185.548,0.0102738,57.3326,0.0029831,57.3326,0.0029831,185.548,0.0102738,44.2221,0.0681135,21.8804,0.0021773,25.9772,0.010996,37.4016,0.0287914,12.0,0.0,108.075,0.0111824,52.3814,0.0028254,186.901,0.0166917,40.3878,0.0730054,23.0738,0.0042306,25.9821,0.0132093,37.6656,0.0350477,22.0094,0.0031711,37.0791,0.0199052,28.5193,0.0069242,52.5717,0.0353547,12.0,0.0,60.3758,0.0094999,49.7283,0.0064552,126.496,0.0242074,62.103699999999996,0.016595925,2992.6293300878256,0.00038247807591152165,0.6062712057016667
26.04,22.0144,27.4776,27.716,27.0728,26.664,2312.2,2038.4,2914.0,2878.8,2220.4,2857.0,16.87,20157900,46.7354,0.0228227,36.5128,0.0123386,36.5128,0.0123386,46.7354,0.0228227,12.0,0.0,138.35,0.007529,97.7549,0.0041351,185.457,0.0093937,44.5329,0.032295,34.2776,0.0151568,34.4953,0.015523,43.3887,0.0278697,34.5451,0.0138043,42.9135,0.0209309,39.3116,0.015654,52.4937,0.0305379,30.9668,0.0105933,39.7534,0.0181147,37.0609,0.0140191,48.844,0.0272958,35.5567,0.0100385,49.6062,0.019214,43.8611,0.013656,61.0522,0.0272799,53.02991666666667,0.016806804166666665,1392.129607447536,6.992383903519927e-05,0.39520876197062504
29.0576,26.284,29.1144,24.4072,25.912,27.1608,2392.4,2858.6,2896.2,2806.4,2822.0,2478.0,20.956,23072200,28.0486,0.0303262,25.577,0.0218089,25.577,0.0218089,28.0486,0.0303262,39.6528,0.0154721,49.5255,0.0194592,46.1714,0.016929,55.2412,0.0253641,32.558,0.0261813,32.6769,0.0242033,32.566,0.0233812,37.0046,0.033563,35.5775,0.0054466,79.1851,0.0169759,67.7168,0.012633,87.7725,0.0194225,46.411,0.0178813,47.8163,0.0172452,46.6598,0.0161403,55.6229,0.0237998,35.29,0.019008,37.1649,0.0196288,36.7963,0.0185868,42.4989,0.0270679,43.798316666666665,0.020944145833333334,257.9463288249275,3.820497466259058e-05,0.45762013197354173
23.236,25.0896,28.5376,26.0224,29.4088,25.6344,3814.8,2109.2,2517.6,2223.8,2365.6,3271.4,28.966,28506400,111.233,0.0153327,100.556,0.0129512,100.556,0.0129512,111.233,0.0153327,39.9984,0.0178816,40.0094,0.0169862,40.0867,0.0169562,42.7093,0.0201111,26.525,0.0270782,26.6344,0.0260985,26.7141,0.0261486,27.9163,0.0305511,34.2183,0.0184402,36.5449,0.0198333,36.5613,0.0197442,38.8048,0.0233875,23.6261,0.0284817,23.8314,0.027942,23.9049,0.0280191,24.8311,0.0324826,48.8896,0.0203061,51.3657,0.0201825,51.0676,0.0201109,54.9667,0.0239075,47.61599999999999,0.021717370833333333,800.5366341947828,3.1129139159547105e-05,0.4947036368022917
23.1064,26.7,29.7608,26.404,26.4192,26.0912,2488.4,2221.8,3220.2,3478.6,2420.6,3747.8,13.579,18681500,117.162,0.0141703,60.5166,0.0056162,60.5166,0.0056162,117.162,0.0141703,44.2075,0.0331657,30.064,0.0089134,30.2707,0.009833,43.1831,0.0248016,35.9366,0.0310741,31.5134,0.0175788,29.7252,0.0139158,42.8016,0.0368874,14.6155,2.56e-05,67.3034,0.0208563,46.017,0.00898,91.209,0.0285912,35.6124,0.0090477,48.9076,0.0162128,37.3866,0.0085262,65.4356,0.0267687,36.5858,0.0051784,73.8679,0.0188816,48.8154,0.0091727,100.279,0.0276443,54.54560416666667,0.016484512499999996,772.4331925604166,0.00010268853866375002,0.39997338478749994
26.8216,22.176,27.8824,24.996,24.228,26.4768,2933.4,2012.0,2185.2,2779.4,2231.2,3167.4,17.878,21916700,47.8547,0.026168,38.3706,0.015336,38.3706,0.015336,47.8547,0.026168,12.0,0.0,132.833,0.0082745,103.016,0.0051266,175.424,0.0102212,33.3885,0.0290554,28.3711,0.016463,28.4145,0.0165133,33.2573,0.027039,34.3477,0.0063084,72.5725,0.0183913,55.5977,0.0112811,81.5062,0.0216391,43.2109,0.0064249,68.7676,0.0132453,57.8512,0.0098235,84.1091,0.0183421,49.6481,0.0208269,47.9553,0.0169296,45.4146,0.0149148,59.5898,0.0262717,59.1552375,0.0158374875,1309.7566601537499,6.0633953240271725e-05,0.4248819703043751
23.7328,29.4944,25.836,22.1336,28.6376,26.0384,2674.2,2361.4,2284.0,2526.8,3047.4,2068.2,35.056,32223400,65.6765,0.0168363,62.76,0.0151766,62.76,0.0151766,65.6765,0.0168363,24.7826,0.0327207,24.6345,0.0312614,24.6818,0.0313713,25.2709,0.0343575,35.7315,0.0203208,37.1258,0.0210491,37.2282,0.0211305,38.5957,0.0234517,104.671,0.009122,115.822,0.0093269,114.302,0.0093348,120.144,0.010277,32.5554,0.0333591,31.8923,0.0307993,31.9235,0.0308319,32.9442,0.0340808,30.3671,0.0192036,31.9164,0.0207815,32.0546,0.020896,33.1087,0.0231383,50.692716666666676,0.022118333333333334,997.6550931136234,7.219317496144928e-05,0.5156390718454166
27.4192,25.0288,24.0392,26.6832,22.3208,28.2976,2825.4,2038.0,2245.2,2246.0,2629.8,3390.8,35.206,32695400,33.9493,0.0292205,32.8986,0.0264647,32.8986,0.0264647,33.9493,0.0292205,36.7787,0.0170866,38.7538,0.0182104,38.9032,0.0182894,40.3688,0.0202948,50.1135,0.0154492,52.1347,0.0157306,52.2523,0.0157697,54.5478,0.0175166,30.61,0.0234667,30.7633,0.0229993,30.8558,0.0230984,31.812,0.0255042,99.5553,0.0101404,107.618,0.0102048,106.286,0.0102157,111.821,0.0112444,35.9277,0.0328345,35.2066,0.0304091,35.2484,0.030447,36.4659,0.0336922,49.57160833333333,0.021415599999999996,724.7721320407973,5.562523458e-05,0.5063594107591667
22.476,27.2072,28.1168,23.7752,29.8632,25.7008,3689.4,2630.2,3333.2,2836.6,3341.4,3144.2,14.197,19418300,185.348,0.0117608,91.1074,0.0050738,91.1074,0.0050738,185.348,0.0117608,44.9079,0.0368679,29.8768,0.0100282,30.6876,0.0116799,41.9618,0.0264351,36.7028,0.0148612,44.9747,0.0212366,37.2217,0.0120004,59.0512,0.0333991,12.0,0.0,92.3194,0.0109049,75.8596,0.0070647,153.416,0.0178624,39.0109,0.0458476,28.3269,0.0147474,28.662,0.01615,38.1549,0.035587,12.0,0.0,74.0164,0.020093,48.9447,0.0085404,95.174,0.0254591,65.67417083333333,0.016768087500000004,2403.670929909982,0.0001419973561463587,0.43072189303062497
28.0376,28.2424,27.4552,27.304,25.9984,29.0352,2590.2,3934.0,2509.2,2429.4,3345.4,2238.4,24.043,24431000,34.5814,0.029566,31.7959,0.0229082,31.7959,0.0229082,34.5814,0.029566,40.5191,0.025612,43.1907,0.026077,42.702,0.0253525,47.7392,0.0332339,30.1531,0.0181737,33.3232,0.0217192,33.3967,0.0212326,36.6372,0.0277042,30.6182,0.0190774,33.1232,0.0212898,33.0624,0.0207559,36.1818,0.027024,48.1026,0.0184815,54.359,0.0199591,52.7707,0.0189836,60.0751,0.0251236,26.1713,0.0259297,26.2765,0.0245356,26.3704,0.0244121,28.3106,0.0312355,37.326566666666665,0.024202554166666668,88.42733027623187,1.7342714860851437e-05,0.4470126353785416
22.3888,25.8464,26.388,25.172,25.8168,25.1256,3775.4,3312.6,3261.0,2782.0,2936.6,3613.2,30.175,31717000,152.534,0.0116657,138.66,0.0101335,138.66,0.0101335,152.534,0.0116657,48.6966,0.0232515,47.4336,0.0211041,47.4635,0.0210723,50.5195,0.0245649,42.479,0.022106,44.3257,0.022738,44.444,0.0227112,47.2581,0.0265166,46.7479,0.017307,50.8679,0.018896,50.8928,0.0187935,54.376,0.0219795,45.2189,0.0204478,47.1095,0.0209293,47.2181,0.0208916,50.3091,0.0244018,59.0597,0.0189603,63.2713,0.0196513,63.0098,0.0195153,67.8022,0.0228043,66.7038,0.01967669583333333,1348.1769309026088,2.0479033817807975e-05,0.6383242105035416
27.0408,25.7336,24.456,22.4312,29.76,27.2928,2134.6,2775.4,3583.8,2591.6,3115.8,3745.2,19.546,23123100,34.7522,0.024667,30.3539,0.0163101,30.3539,0.0163101,34.7522,0.024667,42.0721,0.0131393,56.0119,0.0181884,49.9476,0.0144289,63.5641,0.0237047,51.9304,0.0071444,96.7288,0.0169234,78.3649,0.0125262,111.212,0.0202403,24.2588,0.0017793,147.708,0.0093809,115.663,0.0071912,181.084,0.0115351,33.7664,0.0363365,29.5665,0.0232261,29.5792,0.0231672,33.7826,0.0346814,38.4448,0.0146004,54.8126,0.0235997,49.1145,0.0186239,62.1871,0.0301987,61.66714583333336,0.018440425,1667.953541491286,7.258876863673915e-05,0.5084132207929166
29.248,22.268,23.7976,26.0896,29.3816,26.108,3850.8,2139.6,2209.0,3590.6,2334.2,2635.4,10.012,14867300,50.9793,0.0375153,25.7128,0.0067484,25.7128,0.0067484,50.9793,0.0375153,12.0,0.0,16.19,0.0019008,12.0,0.0002837,185.838,0.0115918,54.1356,0.0507176,20.0062,6.09e-05,25.2841,0.0027059,49.0388,0.0143215,42.1894,0.0383618,20.4887,0.0005858,41.4037,0.0093621,93.7563,0.0280759,33.234,0.065518,19.4746,0.0043218,21.1019,0.0075708,31.6072,0.0316188,12.0,0.0,53.6357,0.0169631,24.0396,0.0007364,88.0199,0.02829,42.03449583333334,0.01672975416666667,1415.3861422743298,0.000344185010653895,0.3062060585585416
23.1112,26.9896,26.3336,23.4576,24.7896,29.6912,2041.6,3587.0,2019.4,2504.8,2903.4,2363.0,12.538,17315400,101.322,0.014026,48.9708,0.0045566,48.9708,0.0045566,101.322,0.014026,49.9743,0.0997611,27.7285,0.0033972,29.4889,0.0098123,44.492,0.025785,25.3927,0.0034217,44.7018,0.0161549,32.3101,0.0058966,61.8573,0.0266995,12.0,0.0,92.6686,0.0095014,60.1576,0.004992,160.487,0.0167513,63.0261,0.0256539,51.9792,0.0092468,40.4115,0.0058164,83.3289,0.0211388,33.2174,0.0435743,23.81,0.0106555,24.1,0.012405,32.6323,0.0329339,53.931241666666665,0.017531783333333335,1122.8181543538406,0.00042062786570840576,0.42228557383104165
24.9504,24.9656,29.1056,23.0712,22.3608,29.0008,3183.4,2303.4,2323.2,2485.8,3739.2,2011.0,15.445,19893000,81.0129,0.0212945,52.2459,0.010177,52.2459,0.010177,81.0129,0.0212945,42.0081,0.007971,60.6949,0.0141677,47.4401,0.0088643,77.6765,0.0213157,29.5029,0.0280972,26.0897,0.0166053,25.8086,0.0155162,31.6698,0.0304856,12.0,0.0,118.199,0.0124585,70.7138,0.0056508,145.255,0.0143733,25.1458,0.0018161,137.263,0.0080149,84.0088,0.0046928,186.29,0.0113337,28.1306,0.0338597,22.9252,0.0145276,23.0958,0.0152668,27.2289,0.0282777,61.98600416666667,0.014843245833333336,2059.3509235821557,8.090518150259057e-05,0.4572270054410416
26.988,23.2992,27.2288,27.9424,28.1272,25.3416,3759.4,2400.6,2566.6,2212.8,2326.6,2328.8,14.206,18325700,63.7711,0.0288514,40.9453,0.012151,40.9453,0.012151,63.7711,0.0288514,12.0,0.0,94.2939,0.0094055,74.4634,0.0061475,155.644,0.0156901,41.9668,0.0318891,30.653,0.0111223,30.551,0.011393,42.0187,0.0265697,30.2281,0.013285,34.8435,0.017722,31.2403,0.0112942,45.1236,0.0302837,29.0331,0.0116648,35.2974,0.0183332,31.5002,0.0116244,45.8492,0.0311443,14.9919,0.0004528,59.526,0.0161627,44.0226,0.0078148,80.4178,0.0233716,48.87905416666667,0.016140645833333328,906.4285502173734,8.859321807824273e-05,0.3509490390141667
29.9296,22.1352,23.6328,24.8664,29.384,23.596,3448.2,2538.2,3085.4,2477.6,2339.6,3140.8,19.984,23652100,34.259,0.0356475,30.1391,0.0242114,30.1391,0.0242114,34.259,0.0356475,12.0,0.0,169.146,0.0090336,132.393,0.0061739,200.942,0.0100222,87.631,0.0139771,85.4504,0.0116657,77.0943,0.0103916,104.62,0.0163416,53.0131,0.0147213,55.4822,0.0143234,52.6477,0.01286,65.9422,0.0201766,26.6373,0.0273842,25.5448,0.0219723,25.5447,0.0215333,28.4216,0.0312831,12.0,0.0001351,117.855,0.0157647,86.1488,0.0104006,126.237,0.0166431,69.73113749999999,0.016855050000000003,2574.693456357228,9.240643833478261e-05,0.5461547811229165
23.0016,22.9992,27.056,28.08,29.0696,25.0824,2662.4,2592.8,2419.2,2273.2,3894.4,3669.4,13.702,19131300,128.761,0.013819,66.0644,0.0056691,66.0644,0.0056691,128.761,0.013819,57.8677,0.0043402,120.974,0.0097642,66.0204,0.0049768,165.253,0.0143942,42.7398,0.0342671,29.158,0.0093981,29.5837,0.0105633,41.2509,0.0257525,31.2111,0.0147299,34.635,0.0174676,30.698,0.0106486,45.7267,0.0310627,35.6333,0.0186776,43.9042,0.022147,36.6288,0.0130393,59.7958,0.0375792,12.0,0.0,84.1715,0.0143468,66.0226,0.0092591,136.777,0.0238352,64.98759583333334,0.015217733333333332,1697.745227987373,9.362538826231885e-05,0.43160212483479166
26.2384,23.5584,23.3032,24.5328,29.2592,29.5256,2603.0,2110.0,2544.8,3771.0,2565.0,3477.0,23.455,26096400,42.2629,0.0238669,38.0635,0.0180284,38.0635,0.0180284,42.2629,0.0238669,48.7162,0.0083069,71.8976,0.0130301,66.4201,0.0112488,78.8172,0.015491,67.5898,0.0093942,85.0603,0.0120545,79.2382,0.0108575,95.9254,0.0148582,75.586,0.0158433,80.7135,0.0160075,77.2998,0.0151069,92.5054,0.0203489,27.2655,0.0288629,26.5318,0.0248821,26.5667,0.024704,28.6428,0.0320372,33.372,0.027986,35.1153,0.0282442,34.8722,0.0275597,38.578,0.0364633,55.47360833333334,0.019878241666666668,558.6804973051447,6.0513343600797095e-05,0.5444595616708333
28.9552,27.1224,22.7288,25.408,22.8768,27.7648,3186.4,2721.6,2869.2,2924.8,2014.8,2085.0,19.033,22471600,36.3773,0.0322873,31.2796,0.0208214,31.2796,0.0208214,36.3773,0.0322873,32.8336,0.0115523,46.086,0.0215661,42.6472,0.017028,53.2723,0.0283624,12.0,0.0,144.881,0.0113949,108.927,0.00776,171.791,0.0129019,57.2083,0.0202332,51.5073,0.0146077,49.7892,0.0136404,63.3319,0.0222147,20.8357,0.001496,98.401,0.0109744,78.6975,0.0076219,117.378,0.0131224,32.1121,0.0262454,28.8688,0.0176399,28.8128,0.017356,33.0753,0.0267688,58.657075,0.017029324999999994,1682.1922177654344,7.45467659376087e-05,0.45755128690374997
